SK_ID_CURR,TARGET
100001,0.07851457787440605
100005,0.13792630197016648
100013,0.08219366728496924
100028,0.08092138862783617
100038,0.13261834508574438
100042,0.06427888990341167
100057,0.09433683133307462
100065,0.10940564373594505
100066,0.05517726159850607
100067,0.09376299226533724
100074,0.08014846004854842
100090,0.12499391351185794
100091,0.1177733322184962
100092,0.1104015788332963
100106,0.13296542351392746
100107,0.10401559056510867
100109,0.11242653857633977
100117,0.0914815173191995
100128,0.07427608898476969
100141,0.10701244492427989
100150,0.07940272885424476
100168,0.06656196288494323
100169,0.049849948056680735
100170,0.09066166221266037
100171,0.1087096034290001
100172,0.13412537222407817
100184,0.08360238453272097
100187,0.07128818304009948
100212,0.08778033539830868
100222,0.10285563007791752
100223,0.06377899792024691
100232,0.07493325716711614
100241,0.1357140675858708
100245,0.07874503798505515
100253,0.06694364930919185
100256,0.10193013461001482
100271,0.06707982573496846
100278,0.12066355260277102
100280,0.0731727137635652
100306,0.14169471092660532
100311,0.12069326241924402
100312,0.07154969387398459
100330,0.09059156333684282
100331,0.10630383691854274
100352,0.0968115206159972
100358,0.11636302140375705
100367,0.10020384345065175
100382,0.08544326116360726
100384,0.07919626257685285
100385,0.10196396511609397
100386,0.08524628502173501
100399,0.07867233895163786
100404,0.07733338551188833
100416,0.07096329648561547
100422,0.14248495482377405
100426,0.08738176587866792
100438,0.07348930599286807
100444,0.10463307840228712
100445,0.12496608904781828
100446,0.10627431767136375
100447,0.07447004622119266
100450,0.08355084580690963
100466,0.09756708720259187
100483,0.0776285434421423
100484,0.06146475434685132
100494,0.09154364950616335
100510,0.12349584102989955
100512,0.07063895845797521
100517,0.0801322602408793
100548,0.06575272831721096
100551,0.08072915030545165
100552,0.12998619987392632
100553,0.08846890586743593
100561,0.10011003013351151
100568,0.1371596997461634
100569,0.06974983477029151
100591,0.10395226953106355
100592,0.06096799215884779
100602,0.09618246287266614
100607,0.09462527240589576
100613,0.09349040024138221
100617,0.07487339990262407
100618,0.1061499733945741
100622,0.15270556055117313
100625,0.10453720502974063
100677,0.09375310022484969
100699,0.08868131435933006
100702,0.14406571178896757
100711,0.07706757238564471
100729,0.14679971726712363
100740,0.11863686650737364
100744,0.11138944917241393
100745,0.10301142266730352
100747,0.10480969818799249
100751,0.11374527621049016
100752,0.09457519066442654
100753,0.14729557199901708
100754,0.11629086883724049
100760,0.11381924062132412
100762,0.10136727365092912
100763,0.08537564460786663
100765,0.08632217964452837
100770,0.09722834538611203
100772,0.08489027626381174
100777,0.08957163962014451
100791,0.07520951621606611
100792,0.07280491805239955
100797,0.1004856525594572
100823,0.10210784777921651
100826,0.10470923551963623
100830,0.07406567008073818
100836,0.12634465185116978
100872,0.09123938406426574
100910,0.09687499464681248
100913,0.07489594294919058
100918,0.09338803411545236
100931,0.06796061447376196
100952,0.11910975311208083
100953,0.08775827311995658
100965,0.11418482871941367
100970,0.08791019665544506
100982,0.11352710045345257
100983,0.0972131355259032
100984,0.07369868432161186
100987,0.11925665662643457
100997,0.08488546372461371
100998,0.12889214814275332
101002,0.11222872042388927
101005,0.13507867408795826
101008,0.1304084017360702
101020,0.11217724836861381
101021,0.1091833269113536
101024,0.08559699901381064
101025,0.13555413329527288
101026,0.0946037237353645
101031,0.08643991657314333
101041,0.07196555138215324
101051,0.06084172595282646
101055,0.10093784264432654
101056,0.11301411231110621
101057,0.1087020247141206
101064,0.07987913479292523
101079,0.09646192152587119
101087,0.09189385855184838
101090,0.07022356737653596
101092,0.09477032274660291
101097,0.11252698825880066
101099,0.06863094949956024
101107,0.10756116724353038
101118,0.10778678622410302
101125,0.09701928635846574
101126,0.08049437348899255
101128,0.11880593879813585
101136,0.12276711481296446
101140,0.10601567418611221
101149,0.08372514749200154
101160,0.08166389601861053
101169,0.13323821462593077
101181,0.08685775101115409
101186,0.06362993315834298
101190,0.11712541514813564
101193,0.11732950937080601
101194,0.08928700660150281
101198,0.10047350690337985
101200,0.07257653663418023
101204,0.10926415776562474
101211,0.08451784437788487
101213,0.08228647446960553
101223,0.08429058851195148
101225,0.10561893712988521
101237,0.08813890970348276
101243,0.09127342315201677
101244,0.11914340852052195
101258,0.08113189727238368
101259,0.14489807940233085
101268,0.11562751644100767
101269,0.08315949573156219
101271,0.12462550309079672
101279,0.07392353470586928
101281,0.09707924575252859
101287,0.0814531092215153
101292,0.07505016121892633
101294,0.08385518861660887
101296,0.0733923044759507
101297,0.08676174958008487
101299,0.07015157008059307
101301,0.0910550895109932
101305,0.08565509730015936
101308,0.0664391056483303
101318,0.06476972242824337
101327,0.11295809487916694
101329,0.11758971245623752
101332,0.06851711634968648
101337,0.09913327417339385
101343,0.07207620399977908
101345,0.07715540970395107
101346,0.10347146061287374
101353,0.05641859092058743
101354,0.11371616915899817
101355,0.10908194734555018
101356,0.06612822889313202
101362,0.11296883970270692
101363,0.14109746884358226
101365,0.08406643121195417
101366,0.1106768388135731
101367,0.1298957479412704
101368,0.059174621016175
101374,0.11604123512051051
101380,0.0767902002408952
101383,0.07015722829743709
101398,0.06216481700407641
101399,0.13706033194777073
101401,0.1225440131019814
101412,0.10514769488629745
101426,0.12534256973982905
101427,0.13898507536242466
101428,0.10407212076928885
101429,0.10102112898482644
101434,0.08774963021848098
101440,0.09960382028706787
101448,0.10743783267992037
101449,0.09474436515022872
101465,0.08051077129648132
101467,0.08717730366923153
101472,0.1406347621635612
101478,0.09252964032687337
101497,0.09125455245873544
101504,0.08096527376468403
101547,0.0835037414456379
101548,0.10476061695790842
101555,0.09006903447820341
101570,0.09947910397784832
101572,0.0813236726023379
101578,0.08688828871293108
101580,0.12024805733094372
101588,0.10149389983624313
101602,0.08696755063414664
101610,0.10083551275495463
101614,0.12374556939043391
101616,0.10363892772086718
101643,0.1076581075136223
101644,0.105980209231236
101649,0.09530822178899448
101650,0.10316676061229967
101665,0.06672302555518853
101667,0.11528264023367767
101669,0.06668639599618745
101674,0.10934395271443893
101675,0.0915245858454004
101678,0.11042691298203
101682,0.08906625138912008
101686,0.1067060501467662
101697,0.14721875294439404
101700,0.10046233026835219
101711,0.07564042056956105
101714,0.05706116522939499
101715,0.11764912831043735
101728,0.0962903177866165
101732,0.08291396278864524
101757,0.09347864537134337
101758,0.10776906304651242
101759,0.10505172588792812
101762,0.055858935466111766
101764,0.08679006640337997
101780,0.11889815815121088
101784,0.10629983126346336
101789,0.07513333825789871
101816,0.0887061283417353
101819,0.07799912238146549
101827,0.05888427295807486
101863,0.11060590985595628
101867,0.12283841031129202
101870,0.06985244404558547
101873,0.11740546880926976
101878,0.08976981407075937
101879,0.06558187337248408
101880,0.075354187859299
101887,0.10694076187220694
101897,0.0693708195905111
101901,0.07510724112685575
101903,0.14956732738394188
101920,0.09634873374850475
101921,0.09032928980972381
101922,0.08509884745508267
101961,0.1288013432099933
101962,0.08472662143517423
101971,0.09199118966099704
101976,0.12385866450019029
102002,0.10719752945465667
102005,0.0771306424880097
102007,0.14357738086984925
102017,0.07637503551894127
102019,0.13118069341133426
102029,0.06742753688266258
102051,0.09752172081441035
102052,0.07105668343730855
102054,0.08337851842866482
102062,0.12528453642932755
102067,0.10580753404589037
102068,0.09597265484517455
102070,0.07913671703839054
102090,0.08651135053087224
102092,0.13017113299716485
102099,0.12970703382458051
102100,0.05800975818453279
102112,0.10559605987647006
102113,0.09452268414392279
102122,0.11247396049859103
102123,0.08435177641036808
102125,0.07698463325594956
102126,0.09663451232001348
102146,0.0969248269452097
102147,0.10723298588497203
102151,0.09713335520861822
102158,0.0850936195555814
102159,0.08276923417926967
102162,0.07360286658268587
102165,0.08012815783357774
102166,0.11183445270488271
102174,0.08373783312688306
102193,0.13861619710110318
102198,0.08660914841592372
102205,0.10291007022099526
102206,0.09439170808194076
102218,0.09696423436349383
102221,0.09760717241296073
102230,0.09385097787916857
102238,0.09596713723002363
102248,0.06432476003818205
102252,0.10670377923403455
102259,0.07647430761683262
102262,0.10122694021650032
102273,0.07226221705327393
102286,0.08611313390425944
102293,0.0959743995590342
102294,0.06968080912185885
102296,0.08827213240513075
102298,0.10724662516660743
102303,0.07931880364853458
102309,0.10982510278180901
102315,0.0698884509339361
102340,0.07773345069768814
102342,0.08178243268890799
102344,0.08848985166323556
102346,0.12605500207372197
102347,0.07133558466608106
102374,0.1142206994730558
102380,0.10866124742222492
102387,0.09564058567891069
102393,0.08052205314528288
102403,0.09134817490755551
102413,0.10393073115988828
102414,0.06179191560603038
102415,0.08892210293410356
102416,0.08882279146657425
102439,0.10321130599358687
102441,0.08069561301368107
102443,0.07870273960467429
102444,0.08211246730624036
102445,0.13803413397342137
102448,0.07326159607570529
102449,0.09870493787636653
102450,0.14155317722606822
102456,0.08406682682694615
102458,0.0990937380982507
102459,0.08323093499940064
102465,0.06467868911327602
102470,0.1238024939572725
102471,0.07469435646390976
102475,0.13035675468704203
102476,0.12111164379619993
102506,0.08333754738561283
102509,0.07624597306085239
102519,0.08904160351181487
102522,0.07636825018288936
102545,0.08578783344949421
102549,0.11113419056446368
102562,0.06932492392910529
102563,0.08577656890434253
102568,0.12425518222952044
102582,0.10709143870408845
102592,0.06421377868455867
102597,0.0929972312072787
102605,0.11238387636940525
102614,0.09975567671185762
102617,0.09738436028866732
102634,0.07766914878878779
102652,0.08222765292289437
102655,0.05366993102753845
102671,0.07084365479137834
102694,0.08689295295684953
102701,0.11220916857884917
102703,0.06664621445282669
102704,0.0759100521927681
102713,0.05010763838673854
102720,0.11612647221336825
102731,0.06901592846059242
102733,0.0820301023099741
102749,0.13002966439124844
102755,0.07850070733772858
102763,0.0765705678091532
102770,0.11822067681401019
102772,0.10685173468819265
102799,0.10500934326856763
102838,0.08717608554274464
102854,0.08013456535520748
102862,0.12818301218030323
102863,0.09963124732150451
102867,0.08113784311575548
102868,0.07585175165233442
102878,0.08811905778589857
102887,0.09823264622054012
102898,0.12838013837840773
102904,0.09077588095945681
102912,0.12059573176624887
102919,0.07560729803335478
102927,0.08431582352332406
102932,0.09654644514219006
102933,0.1387533694505401
102935,0.06936312936209375
102958,0.1074993798727949
102969,0.1016387989117604
102971,0.08334764501940867
102975,0.07405737907512187
102979,0.09598768719937237
102982,0.06564130186160912
102987,0.10525976132494558
102989,0.09103912232353017
102995,0.09321538007883103
102996,0.0824824570331412
103000,0.0688513389384112
103001,0.1082928795991102
103004,0.08692771696951455
103010,0.08759803472815683
103025,0.10795625765039386
103029,0.09880906011644523
103046,0.1024899200577578
103056,0.07744124647452658
103062,0.09793542912321002
103078,0.11104370687948663
103083,0.0628714599250559
103092,0.10488149107537602
103096,0.08980511885739324
103097,0.10179304514999316
103102,0.13471122982746364
103112,0.08848611308590461
103132,0.06859635529130113
103144,0.09640496240689635
103145,0.07803716115334494
103146,0.07729164702651692
103147,0.11032940413601125
103158,0.08389421586132986
103171,0.1194166372715056
103173,0.07407282497096926
103184,0.09102643728235256
103195,0.10367233489534161
103196,0.07054308571814191
103206,0.0806099818902952
103230,0.09966367888098823
103231,0.11260701787966307
103232,0.1043057607591671
103239,0.1163159837388128
103240,0.09957853617851832
103243,0.08792942951665907
103252,0.10104385962201877
103258,0.09408112801366167
103259,0.09275758013226286
103279,0.07958597664692303
103280,0.06227884799708207
103286,0.09198776333501242
103287,0.13182027552755884
103290,0.09234046193230293
103298,0.11399890005566325
103315,0.05398782212453737
103319,0.0720337004099323
103334,0.12915513028258957
103336,0.09924872857484768
103345,0.10066762257762116
103368,0.0919987237799982
103371,0.12015345403235977
103377,0.08210338301522627
103398,0.080039079123593
103404,0.07067557907550794
103408,0.09978300602031982
103410,0.07734854665438691
103418,0.07453421454651586
103420,0.12321901184571328
103432,0.10797086608329932
103433,0.08323723399028664
103436,0.06779141321933148
103440,0.10045813406852364
103453,0.09110047338469199
103459,0.10196750040304418
103460,0.08559862245091379
103461,0.0697206745870098
103462,0.1130933080692843
103473,0.09508921865492076
103474,0.06529050629906644
103475,0.10522179393699384
103478,0.11783166968945778
103480,0.10639539809328717
103484,0.06645544428683388
103494,0.08553559273876943
103513,0.11414815533946596
103515,0.09069706191335163
103516,0.139090835295336
103525,0.11306284131668329
103541,0.12565009862529883
103544,0.08157439995125339
103562,0.13007648860885895
103570,0.17240086503658247
103572,0.1396003520849529
103574,0.08090933819601905
103575,0.10300150045056108
103591,0.1143554288332442
103594,0.07730888663869755
103609,0.07498424707932806
103613,0.07469797464385586
103614,0.07500524711638397
103615,0.06769613814429763
103624,0.09954017465503644
103625,0.15711052869534237
103628,0.12320993245082751
103629,0.07276892834153251
103647,0.09279834244865437
103648,0.11452035902132275
103651,0.08666272402454424
103658,0.06941244438179298
103668,0.09088760713120497
103669,0.0836779684914796
103676,0.10411713902289996
103682,0.08276206903201744
103683,0.06264771306871833
103689,0.07239982461877335
103725,0.05955847740918136
103733,0.09048747328843332
103744,0.05832490368528586
103762,0.11034220569160506
103771,0.11930790310759676
103773,0.06560937104314594
103783,0.11414449050949407
103784,0.10457986933658929
103808,0.06498568977830045
103812,0.07511935827207246
103813,0.09568796032811089
103814,0.07727366745911399
103818,0.13653862910152384
103824,0.09352198361902025
103828,0.06509929050637706
103830,0.08806970329474245
103840,0.07594130994487198
103842,0.10365137175398524
103847,0.12315761535210788
103848,0.11479109878854309
103851,0.06559870286681162
103854,0.13018710500254838
103857,0.16305455153561643
103861,0.06013677429062801
103862,0.09809216140441114
103865,0.09679647808216847
103870,0.06493818121995182
103876,0.09072696328287773
103891,0.1505377269003723
103908,0.0743071078797305
103914,0.09309175041397334
103918,0.10537511850762593
103940,0.0940217499460635
103963,0.12098678529533757
103966,0.11252647419836535
103971,0.1217768119575636
103980,0.1020855034568707
103984,0.07727307365228536
103985,0.07875804374754893
103998,0.1350965077819481
104019,0.08343455527126525
104026,0.08904092901460958
104035,0.11697163699451715
104044,0.0753462630854431
104045,0.09647864413356105
104047,0.10137195230874946
104051,0.07218607875153649
104058,0.08733405273068683
104063,0.07332352450579371
104066,0.09540598314316667
104087,0.05459094168004742
104089,0.09538524970881342
104095,0.08154971117745027
104098,0.12110051137673486
104104,0.05943488778870352
104110,0.0966725193505661
104120,0.08238123291716846
104122,0.06033007550625084
104131,0.0977233984243226
104132,0.11406948189380929
104135,0.06954020726815238
104136,0.09929503237158892
104149,0.0908281256293546
104150,0.08617015407187299
104156,0.10181972448779454
104165,0.11420405246470348
104175,0.08805892301956861
104179,0.12314418415877072
104184,0.09780363128912402
104206,0.07417174677080969
104216,0.10926257340213437
104230,0.14691564520070602
104257,0.05384892436232934
104272,0.05655385119082284
104273,0.10120860638604597
104278,0.057489093061946044
104294,0.10272620268592143
104295,0.08725963159939223
